Date,Price,Open,High,Low,Vol.,Change %
06/23/2021,1.1925,1.1939,1.1971,1.1911,,"-0,11%"
06/22/2021,1.1938,1.1918,1.1954,1.1881,,"0,19%"
06/21/2021,1.1915,1.1868,1.1922,1.1847,,"0,46%"
06/18/2021,1.186,1.1908,1.1927,1.1847,,"-0,39%"
06/17/2021,1.1906,1.1996,1.2007,1.1892,,"-0,73%"
06/16/2021,1.1994,1.2127,1.2136,1.1994,,"-1,07%"
06/15/2021,1.2124,1.212,1.2149,1.21,,"0,05%"
06/14/2021,1.2118,1.211,1.2131,1.2094,,"0,10%"
06/11/2021,1.2106,1.217,1.2196,1.2093,,"-0,52%"
06/10/2021,1.2169,1.218,1.2195,1.2142,,"-0,07%"
06/09/2021,1.2178,1.2173,1.2219,1.2171,,"0,06%"
06/08/2021,1.2171,1.219,1.2196,1.2163,,"-0,15%"
06/07/2021,1.2189,1.2168,1.2203,1.2144,,"0,20%"
06/04/2021,1.2165,1.2129,1.2187,1.2104,,"0,34%"
06/03/2021,1.2124,1.221,1.2216,1.2117,,"-0,70%"
06/02/2021,1.2209,1.2214,1.2228,1.2163,,"-0,02%"
06/01/2021,1.2211,1.2227,1.2255,1.2211,,"-0,11%"
05/31/2021,1.2225,1.2192,1.2233,1.2183,,"0,30%"
05/28/2021,1.2189,1.2195,1.2205,1.2132,,"-0,02%"
05/27/2021,1.2192,1.2192,1.2216,1.2175,,"0,02%"
05/26/2021,1.219,1.2252,1.2264,1.2182,,"-0,49%"
05/25/2021,1.225,1.2217,1.2267,1.2211,,"0,29%"
05/24/2021,1.2215,1.2178,1.2231,1.2172,,"0,30%"
05/21/2021,1.2179,1.2229,1.2241,1.2161,,"-0,38%"
05/20/2021,1.2226,1.2171,1.223,1.2169,,"0,44%"
05/19/2021,1.2172,1.2222,1.2245,1.2159,,"-0,39%"
05/18/2021,1.222,1.2153,1.2235,1.2151,,"0,57%"
05/17/2021,1.2151,1.214,1.217,1.2125,,"0,09%"
05/14/2021,1.214,1.208,1.2151,1.2071,,"0,51%"
05/13/2021,1.2078,1.2073,1.2108,1.2051,,"0,07%"
05/12/2021,1.2069,1.2148,1.2153,1.2065,,"-0,63%"
05/11/2021,1.2146,1.2129,1.2182,1.2123,,"0,14%"
05/10/2021,1.2129,1.2161,1.2178,1.2128,,"-0,28%"
05/07/2021,1.2163,1.2066,1.2173,1.2053,,"0,82%"
05/06/2021,1.2064,1.2005,1.2073,1.1993,,"0,49%"
05/05/2021,1.2005,1.2013,1.2028,1.1986,,"-0,07%"
05/04/2021,1.2013,1.2064,1.2066,1.1999,,"-0,40%"
05/03/2021,1.2061,1.2031,1.2077,1.2013,,"0,36%"
04/30/2021,1.2018,1.2116,1.2128,1.2016,,"-0,83%"
04/29/2021,1.2118,1.2126,1.2151,1.2102,,"-0,04%"
04/28/2021,1.2123,1.2091,1.2136,1.2056,,"0,27%"
04/27/2021,1.209,1.2086,1.2094,1.2056,,"0,06%"
04/26/2021,1.2083,1.2094,1.2117,1.206,,"-0,13%"
04/23/2021,1.2099,1.2015,1.21,1.2012,,"0,70%"
04/22/2021,1.2015,1.2035,1.2071,1.1993,,"-0,15%"
04/21/2021,1.2033,1.2037,1.2045,1.1998,,"0,00%"
04/20/2021,1.2033,1.2036,1.2081,1.2022,,"0,00%"
04/19/2021,1.2033,1.1984,1.2049,1.1942,,"0,42%"
04/16/2021,1.1983,1.1967,1.1995,1.195,,"0,15%"
04/15/2021,1.1965,1.198,1.1995,1.1955,,"-0,11%"
04/14/2021,1.1978,1.1949,1.1988,1.1947,,"0,27%"
04/13/2021,1.1946,1.1911,1.1957,1.1879,,"0,31%"
04/12/2021,1.1909,1.1891,1.192,1.1871,,"0,11%"
04/09/2021,1.1896,1.1913,1.1921,1.1867,,"-0,13%"
04/08/2021,1.1912,1.1867,1.1928,1.186,,"0,35%"
04/07/2021,1.187,1.1875,1.1915,1.186,,"-0,04%"
04/06/2021,1.1875,1.1814,1.1879,1.1795,,"0,54%"
04/05/2021,1.1811,1.1761,1.182,1.1738,,"0,42%"
04/02/2021,1.1762,1.1777,1.1788,1.1749,,"-0,11%"
04/01/2021,1.1775,1.1731,1.178,1.1713,,"0,40%"
03/31/2021,1.1728,1.1716,1.1761,1.1704,,"0,12%"
03/30/2021,1.1714,1.1764,1.1774,1.1712,,"-0,41%"
03/29/2021,1.1762,1.1795,1.1797,1.1761,,"-0,29%"
03/26/2021,1.1796,1.1764,1.1806,1.1763,,"0,27%"
03/25/2021,1.1764,1.1813,1.1829,1.1761,,"-0,41%"
03/24/2021,1.1812,1.1851,1.1854,1.1809,,"-0,31%"
03/23/2021,1.1849,1.1935,1.1942,1.1841,,"-0,69%"
03/22/2021,1.1931,1.1899,1.1948,1.1871,,"0,24%"
03/19/2021,1.1903,1.1915,1.1939,1.1873,,"-0,10%"
03/18/2021,1.1915,1.1979,1.199,1.1906,,"-0,53%"
03/17/2021,1.1978,1.1906,1.1986,1.1886,,"0,66%"
03/16/2021,1.19,1.1929,1.1953,1.1882,,"-0,23%"
03/15/2021,1.1928,1.1952,1.1969,1.1911,,"-0,20%"
03/12/2021,1.1952,1.1983,1.199,1.191,,"-0,27%"
03/11/2021,1.1984,1.1929,1.1991,1.1915,,"0,49%"
03/10/2021,1.1925,1.19,1.1931,1.1869,,"0,23%"
03/09/2021,1.1898,1.1847,1.1917,1.1835,,"0,46%"
03/08/2021,1.1843,1.1922,1.1933,1.1844,,"-0,62%"
03/05/2021,1.1917,1.1968,1.1978,1.1894,,"-0,41%"
03/04/2021,1.1966,1.2064,1.2068,1.1961,,"-0,80%"
03/03/2021,1.2062,1.2091,1.2114,1.2043,,"-0,22%"
03/02/2021,1.2089,1.2049,1.2095,1.1991,,"0,35%"
03/01/2021,1.2047,1.2079,1.2102,1.2027,,"-0,22%"
02/26/2021,1.2074,1.2176,1.2186,1.2062,,"-0,84%"
02/25/2021,1.2176,1.2163,1.2243,1.2155,,"0,10%"
02/24/2021,1.2164,1.215,1.2176,1.2109,,"0,12%"
02/23/2021,1.2149,1.2155,1.218,1.2135,,"-0,04%"
02/22/2021,1.2154,1.2117,1.2171,1.2091,,"0,31%"
02/19/2021,1.2117,1.2091,1.2145,1.2081,,"0,24%"
02/18/2021,1.2088,1.2037,1.2096,1.2035,,"0,43%"
02/17/2021,1.2036,1.2107,1.2111,1.2022,,"-0,56%"
02/16/2021,1.2104,1.213,1.2171,1.2095,,"-0,19%"
02/15/2021,1.2127,1.2123,1.2146,1.2116,,"0,07%"
02/12/2021,1.2118,1.213,1.2136,1.2081,,"-0,08%"
02/11/2021,1.2128,1.2118,1.215,1.2113,,"0,10%"
02/10/2021,1.2116,1.2119,1.2144,1.2108,,"-0,01%"
02/09/2021,1.2117,1.2049,1.2123,1.2045,,"0,57%"
02/08/2021,1.2048,1.2042,1.2067,1.2018,,"0,05%"
02/05/2021,1.2042,1.1964,1.2051,1.1952,,"0,67%"
02/04/2021,1.1962,1.2034,1.2043,1.1957,,"-0,60%"
02/03/2021,1.2034,1.2044,1.2051,1.2003,,"-0,07%"
02/02/2021,1.2042,1.2058,1.2089,1.2011,,"-0,14%"
02/01/2021,1.2059,1.214,1.2146,1.2054,,"-0,63%"
01/29/2021,1.2136,1.2121,1.2157,1.2093,,"0,12%"
01/28/2021,1.2121,1.2109,1.2142,1.2079,,"0,11%"
01/27/2021,1.2108,1.216,1.2171,1.2057,,"-0,43%"
01/26/2021,1.216,1.2138,1.2176,1.2108,,"0,19%"
01/25/2021,1.2137,1.2168,1.2184,1.2115,,"-0,25%"
01/22/2021,1.2167,1.2164,1.2191,1.2151,,"0,04%"
01/21/2021,1.2162,1.2106,1.2175,1.2102,,"0,48%"
01/20/2021,1.2104,1.2128,1.2159,1.2077,,"-0,20%"
01/19/2021,1.2128,1.2078,1.2146,1.2074,,"0,43%"
01/18/2021,1.2076,1.2085,1.2091,1.2054,,"-0,02%"
01/15/2021,1.2078,1.2155,1.2163,1.2074,,"-0,64%"
01/14/2021,1.2156,1.2157,1.218,1.2111,,"-0,01%"
01/13/2021,1.2157,1.2208,1.2224,1.214,,"-0,41%"
01/12/2021,1.2207,1.2152,1.2211,1.2136,,"0,48%"
01/11/2021,1.2149,1.2217,1.2227,1.2132,,"-0,56%"
01/08/2021,1.2218,1.2273,1.2285,1.2192,,"-0,42%"
01/07/2021,1.227,1.2327,1.2346,1.2245,,"-0,45%"
01/06/2021,1.2325,1.2296,1.235,1.2266,,"0,25%"
01/05/2021,1.2294,1.2247,1.2307,1.2245,,"0,38%"
01/04/2021,1.2248,1.2231,1.231,1.2223,,"0,29%"
01/01/2021,1.2212,1.2216,1.2216,1.221,,"-0,01%"
